Battery Voltage (V),Power (W),Humidity (%rel),Epoch Time,Significant Wave Height (m),Peak Period (s),Mean Period (s),Peak Direction (deg),Peak Directional Spread (deg),Mean Direction (deg),Mean Directional Spread (deg),Latitude (deg),Longitude (deg),f,df,a1,b1,a2,b2,varianceDensity,direction,directionalSpread,Wind Speed (m/s),Wind Direction (deg),Surface Temperature (°C),Partition0 Start Frequency (hz),Partition0 End Frequency (hz),Partition0 Significant Wave Height (m),Partition0 Mean Period (s),Partition0 Mean Direction (deg),Partition0 Mean Directional Spread (deg),Partition1 Start Frequency (hz),Partition1 End Frequency (hz),Partition1 Significant Wave Height (m),Partition1 Mean Period (s),Partition1 Mean Direction (deg),Partition1 Mean Directional Spread (deg),Mean Barometric Pressure (hPa),Processing Source
4.04,0.02,64.8,1748715000,0.518,8.533,3.164,3.014,80.271,50.74,69.083,12.59105,-81.68793,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.35156;0.38086;0.41016;0.43945;0.46875;0.49805;0.6543,0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.0293;0.0293;0.0293;0.0293;0.0293;0.0293;0.2832,-0.036168;-0.130987;-0.140762;-0.068426;-0.241447;-0.233627;-0.203324;-0.236559;-0.142717;-0.000978;-0.053763;-0.143695;-0.319648;-0.256109;-0.206256;-0.100684;-0.033236;-0.108504;-0.1652;-0.281525;-0.322581;-0.223851;-0.288368;-0.270772;-0.274682;-0.256109;-0.27957;-0.361681;-0.348974;-0.327468;-0.252199;-0.294233;-0.340176;-0.301075;-0.322581;-0.301075;-0.240469;-0.201369;-0.043011,-0.034213;-0.010753;0.041056;-0.01173;-0.086021;0.000978;-0.050831;-0.113392;-0.11828;-0.018573;0.211144;0.113392;-0.191593;-0.280547;-0.01955;-0.131965;-0.245357;-0.051808;-0.15347;-0.289345;-0.201369;-0.217986;-0.195503;-0.135875;-0.156403;-0.211144;-0.240469;-0.249267;-0.289345;-0.312805;-0.410557;-0.394917;-0.366569;-0.377322;-0.270772;-0.228739;-0.166178;-0.16911;-0.059629,0.024438;-0.068426;-0.058651;-0.13783;-0.154448;-0.000978;-0.025415;0.104594;0.143695;0.136852;0.089932;-0.045943;-0.013685;0.025415;0.129032;-0.051808;-0.031281;0.11828;0.160313;0.160313;0.076246;-0.010753;0.001955;0.029326;0.128055;0.071359;0.02737;0.021505;0.116325;0.01173;-0.108504;-0.001955;0.101662;0.166178;0.173021;0.187683;0.218964;0.251222;0.215054,0.087977;0.084066;0.066471;0.032258;0.124145;0.273705;0.281525;0.223851;0.258065;0.217009;0.285435;0.384164;0.29521;0.350929;0.255132;0.236559;0.099707;-0.051808;0.009775;0.135875;0.090909;0.005865;0.029326;0.028348;-0.026393;-0.067449;0.075269;0.139785;0.177908;0.113392;0.113392;0.152493;0.26002;0.294233;0.252199;0.282502;0.314761;0.342131;0.366569,0.010252288;0.019755008;0.021505023999999998;0.014503936;0.013002752;0.009752575999999999;0.012503040000000002;0.030757888000000004;0.050762752;0.06951731200000001;0.0657664;0.041759744;0.03425792;0.028257280000000003;0.027506688;0.027756544;0.024756223999999997;0.017504256000000003;0.023005184;0.03750912;0.045510656;0.036758528;0.030007296;0.028257280000000003;0.028257280000000003;0.027506688;0.034008064;0.033758208000000005;0.031507456;0.038259712;0.036758528;0.03875942400000001;0.04076032;0.033007616000000004;0.028507136;0.02975744;0.019254272;0.019254272;0.007501824,46.59111767529021;85.30699158432861;106.2603610115886;80.27256089453664;70.39039924930239;90.2398478987777;75.96375653207349;64.38977379975756;50.34897692684922;3.014244732266093;165.71450709075356;128.2775301744433;59.062056663461476;42.392691750608094;84.58538926613767;37.34217850261069;7.714316926618551;64.4766684752862;47.10806226573618;44.21518914315766;58.025808113080075;45.76050672968768;55.86415913023728;63.352230101669534;60.34296035466366;50.49679896796499;49.299898240738685;55.42576933887426;50.336835911090986;46.31191099582941;31.56178144489462;36.68796124307232;42.861314734963;38.58727354248026;49.99016193197036;52.7745762398946;55.353282024009445;49.976407579212264;35.80329230249174,78.98567333396142;75.51628832298682;74.85262382529434;78.16521428622914;69.87676248603962;70.93444058983718;72.03874792906315;69.59342312739177;73.13420024527332;80.27141852711318;71.65953286352472;73.23797292368326;64.17793734299846;63.80875652600001;72.14808443547135;73.99864541538692;70.28499977589998;76.00115973278967;71.31028570991985;62.57035335411118;63.78780311071332;67.1875306637629;65.4079556683915;67.6502164200533;67.00967371570808;66.22935609763843;64.37756093820072;60.67633675663768;59.91041297034035;59.93587203637617;58.32748156048763;57.72526993614512;57.290477450104596;58.277473222879806;61.64768809408613;63.899017382678714;68.16502682300825;69.56380431989557;77.9928982875348,7.60,228.57,28.98,-,-,-,-,-,-,-,-,-,-,-,-,1010.7,embedded
4.04,0.02,64.8,1748713200,-,-,-,-,-,-,-,12.5910500,-81.6879333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,0.08,75.2,1748707800,0.51,8.533,3.178,145.804,77.204,64.15,70.53,12.59102,-81.68792,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.35156;0.38086;0.41016;0.43945;0.46875;0.49805;0.6543,0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.0293;0.0293;0.0293;0.0293;0.0293;0.0293;0.2832,-0.075269;-0.16129;-0.193548;-0.191593;-0.216031;-0.27566;-0.261975;-0.251222;-0.084066;-0.051808;-0.117302;-0.146628;-0.194526;-0.124145;-0.205279;-0.243402;-0.176931;-0.15347;-0.164223;-0.142717;-0.177908;-0.290323;-0.307918;-0.344086;-0.266862;-0.268817;-0.367546;-0.368524;-0.359726;-0.369501;-0.368524;-0.352884;-0.386119;-0.414467;-0.352884;-0.232649;-0.225806;-0.234604;0.010753,-0.087977;-0.113392;-0.140762;-0.087977;-0.218964;-0.152493;-0.124145;-0.129032;-0.064516;0.076246;0.243402;0.173998;-0.138807;-0.205279;-0.044966;-0.085044;-0.243402;-0.225806;-0.172043;-0.198436;-0.166178;-0.148583;-0.139785;-0.148583;-0.116325;-0.086021;-0.130987;-0.101662;-0.189638;-0.192571;-0.282502;-0.320626;-0.27957;-0.232649;-0.227761;-0.140762;-0.179863;-0.13783;0.062561,0.204301;0.095797;0.01955;0.00391;-0.138807;-0.00782;-0.013685;0.162268;0.226784;0.083089;-0.171065;-0.063539;0.134897;0.104594;0.037146;0.029326;0.014663;0.055718;0.150538;0.012708;0.000978;0.102639;0.005865;0.016618;0.210166;0.174976;0.148583;0.132942;0.11437;0.080156;0.001955;-0.009775;0.115347;0.082111;0.192571;0.084066;0.13783;0.204301;0.092864,0.084066;0.124145;0.040078;-0.090909;0.082111;0.067449;0.049853;-0.001955;0.115347;0.144673;0.329423;0.30694;0.338221;0.229717;0.156403;0.108504;0.072336;0.243402;0.052786;-0.079179;0.025415;0.061584;-0.02346;0.080156;0.188661;0.039101;0.102639;0.238514;0.238514;0.204301;0.168133;0.248289;0.207234;0.228739;0.183773;0.168133;0.304008;0.330401;0.391007,0.0060016639999999994;0.008001536;0.01100288;0.013253632;0.012003327999999999;0.011252736000000001;0.010753024;0.025756671999999998;0.059264;0.091522048;0.074518528;0.049512447999999994;0.031757311999999996;0.030007296;0.029006848000000002;0.026756095999999997;0.022255616;0.020755456;0.020254719999999997;0.031507456;0.037009408;0.033007616000000004;0.028756992000000002;0.029507584000000003;0.025255935999999996;0.024506367999999997;0.02975744;0.027256831999999998;0.029256703999999998;0.031757311999999996;0.040259583999999994;0.045010944000000004;0.040009728;0.032008192000000005;0.026006527999999998;0.022505472000000002;0.021255168;0.020004864;0.007251968,40.54874661486531;54.891562094356686;53.97266181833538;65.33603155846652;44.61368297398212;61.04896754534872;64.64461135426359;62.814177195652405;52.49575788848301;145.80448687176056;154.26932662015042;139.879182916042;54.48966408214335;31.163967158363107;77.64460716040708;70.74072352144111;36.01372443364204;34.202152403510524;43.66780390838562;35.72403637611495;46.95247502887298;62.897307682122516;65.58345897628544;66.64437772647295;66.44763917753107;72.25541344555967;70.38481709405801;74.57780878909;62.20299174166496;62.47304987126233;52.52705843510131;47.74210616928087;54.093529688626006;60.69359081357652;57.16069395821262;58.824375252060975;51.461355418726214;59.56573701292086;189.75271682830757,76.19340962505164;72.60257639843752;70.67050712146957;71.98199280537686;67.42450354350854;67.06162689369235;68.28053681549058;68.63923291690584;76.61502450670609;77.20350627395878;69.22159833266872;71.2156176767933;70.68672647933458;70.64368260431168;72.01301546444641;69.80538503829955;67.74901668813847;69.08727410862498;70.73927969550817;70.43290361310045;70.47861209318425;66.51566312919184;65.91945003910294;64.069079574552;68.22226089968893;68.64766494864121;63.27543882735583;63.68397982379796;62.415519411065475;61.88629427351025;59.30342251032922;58.61056253342081;58.61531355651452;58.69402271083434;61.7093043557175;69.13973697659559;68.33899750223291;69.13130117736432;78.41452792863087,7.20,200.00,28.82,-,-,-,-,-,-,-,-,-,-,-,-,1011.8000000000001,embedded
4.04,0.08,75.2,1748706000,-,-,-,-,-,-,-,12.5910167,-81.6879167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,0.71,78.4,1748700600,0.536,9.309,3.293,22.867,70.453,52.761,67.566,12.59102,-81.68795,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.35156;0.38086;0.41016;0.43945;0.46875;0.49805;0.6543,0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.0293;0.0293;0.0293;0.0293;0.0293;0.0293;0.2832,-0.078201;-0.129032;-0.151515;-0.242424;-0.215054;-0.121212;-0.250244;-0.170088;-0.094819;-0.127077;-0.099707;-0.129032;-0.236559;-0.231672;-0.300098;-0.331378;-0.27957;-0.274682;-0.173021;-0.325513;-0.256109;-0.231672;-0.250244;-0.285435;-0.289345;-0.298143;-0.298143;-0.455523;-0.463343;-0.369501;-0.345064;-0.40176;-0.388074;-0.355816;-0.320626;-0.206256;-0.28739;-0.226784;-0.091887,-0.071359;-0.060606;-0.01955;-0.041056;-0.076246;-0.079179;-0.032258;-0.196481;-0.224829;-0.099707;0.099707;0.198436;-0.059629;-0.114369;-0.077224;-0.111437;-0.150538;-0.175953;-0.123167;-0.203324;-0.311828;-0.27175;-0.163245;-0.136852;-0.11828;-0.192571;-0.305963;-0.322581;-0.385142;-0.319648;-0.320626;-0.359726;-0.445748;-0.317693;-0.330401;-0.260997;-0.227761;-0.138807;-0.044966,0.036168;0.14956;0.089932;-0.008798;-0.044966;-0.041056;0.214076;0.053763;0.045943;0.193548;-0.069404;-0.13001;-0.058651;0.120235;0.274682;0.290323;0.185728;0.060606;0.116325;0.202346;0.00391;-0.056696;0.156403;0.202346;0.213099;0.02346;-0.111437;-0.00391;0.028348;0.031281;0.074291;0.233627;0.086022;0.216031;0.136852;0.110459;0.152493;0.206256;0.130987,-0.02346;0.00782;0.119257;0.106549;0.025415;-0.060606;-0.117302;-0.049853;0.069404;0.260997;0.214076;0.280547;0.258065;0.28348;0.185728;0.280547;0.222874;0.113392;0.039101;0.188661;0.177908;0.195503;0.136852;0.02346;-0.02737;0.13392;0.154448;0.217009;0.450635;0.29912;0.259042;0.281525;0.347019;0.288368;0.29521;0.103617;0.338221;0.180841;0.30303,0.011752447999999999;0.023755776000000003;0.022755328;0.009752575999999999;0.010002432;0.010002432;0.01575424;0.04676096;0.07826944;0.07251763200000001;0.068267008;0.055763968000000004;0.045010944000000004;0.035508224000000005;0.030007296;0.029006848000000002;0.027756544;0.027506688;0.031507456;0.033508352;0.041759744;0.04226048;0.03600896;0.035759104;0.032258048000000004;0.029507584000000003;0.025756671999999998;0.030007296;0.039259136;0.03875942400000001;0.042510336;0.049762304;0.038509568;0.029256703999999998;0.033258496;0.024255488000000002;0.024005632;0.017754112000000002;0.007251968,47.61931392106169;64.840676036314;82.64774062712274;80.3878111309117;70.47836869711693;56.84633000747954;82.65472576785561;40.88180532011506;22.867015850013274;51.88160341524747;135;146.96626879636761;75.85228262749627;63.72593132083307;75.56920895257912;71.41304996949361;61.69919534864505;57.35760143689515;54.55439769855582;58.01001393130747;39.39677346512531;40.448217697926;56.88184899153373;64.38458051742555;67.76597481368611;57.14152352152587;44.25836198931398;54.695581879993824;50.265814700970964;49.13756613243038;47.102428701930194;48.159518530252285;41.043253771077616;48.23968749627505;44.13978350685983;38.31797583596199;51.60263355755876;58.53057549159007;63.92463371237574,76.61945479962874;75.0309415935566;74.58268611310355;70.36537736423467;71.18662114312826;74.93352983061192;70.0643490558554;69.70923860136787;70.45258390919992;74.19641308671228;75.09870441469202;70.79225301720291;70.45477479905877;69.78031135601171;67.31340994183473;65.34666028299095;66.93935610977253;66.51223525674695;71.91099142371418;63.60626440932224;62.57999358453833;64.96950342611046;67.85221030864629;66.9872509030572;67.18100138328181;65.07920249012247;61.325049537718066;53.85953609937307;51.08571385012963;57.94666896420323;58.9322121850852;54.99967296867222;51.81959624897189;58.59848068892558;59.52160166665519;66.1929965745236;64.4826312083663;69.4252918670786;76.77209539116147,7.20,251.43,28.78,-,-,-,-,-,-,-,-,-,-,-,-,1011.8000000000001,embedded
4.04,0.71,78.4,1748698800,-,-,-,-,-,-,-,12.5910167,-81.6879333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.01,0,84,1748693400,0.596,9.309,3.354,39.409,72.536,50.66,63.754,12.59100,-81.68792,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.35156;0.38086;0.41016;0.43945;0.46875;0.49805;0.6543,0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.0293;0.0293;0.0293;0.0293;0.0293;0.0293;0.2832,-0.062561;-0.085044;-0.129032;-0.177908;-0.233627;-0.327468;-0.193548;-0.146628;-0.1261;-0.202346;-0.201369;-0.162268;-0.237537;-0.30303;-0.30694;-0.316716;-0.369501;-0.390029;-0.31476;-0.304008;-0.338221;-0.414467;-0.329423;-0.261975;-0.350929;-0.432063;-0.383187;-0.355816;-0.382209;-0.390029;-0.414467;-0.402737;-0.29521;-0.408602;-0.404692;-0.305963;-0.29521;-0.26784;-0.156403,-0.100684;-0.070381;-0.037146;-0.063539;-0.086999;-0.152493;-0.117302;-0.213099;-0.15347;-0.053763;0.140762;0.101662;-0.058651;-0.144673;-0.160313;-0.128055;-0.162268;-0.218964;-0.27175;-0.352884;-0.285435;-0.288368;-0.29912;-0.316716;-0.407625;-0.392962;-0.2913;-0.332356;-0.439883;-0.439883;-0.432063;-0.432063;-0.431085;-0.367546;-0.286412;-0.31476;-0.270772;-0.214076;-0.053763,0.067449;0.139785;0.218964;0.102639;-0.032258;0.060606;0.268817;0.043011;0.012708;0.172043;0.042033;-0.017595;0.209189;0.200391;0.290323;0.134897;0.278592;0.224829;0.142718;0.047898;0.039101;0.175953;0.121212;-0.029325;-0.054741;0.049853;0.15347;0.067449;-0.024438;-0.017595;-0.01173;0.052786;0.01173;0.098729;0.198436;0.060606;0.177908;0.039101;0.090909,0.135875;0.062561;0.067449;0.13783;0.276637;0.152493;0.079179;0.037146;0.068426;0.081134;0.218964;0.234604;0.109482;0.085044;0.073314;0.226784;0.124145;0.081134;0.004888;0.043011;0.132942;0.268817;0.210166;0.197458;0.419355;0.477028;0.344086;0.28348;0.302053;0.251222;0.366569;0.439883;0.256109;0.314761;0.315738;0.343109;0.40958;0.315738;0.381232,0.005251072;0.010002432;0.009752575999999999;0.008752128000000001;0.010002432;0.013253632;0.020755456;0.059764736;0.10952703999999999;0.09227264;0.057513984000000004;0.052262911999999995;0.052013055999999995;0.049011712;0.043260928;0.035508224000000005;0.030757888000000004;0.036508672;0.048262144;0.058013696000000003;0.06451609600000001;0.07026688;0.060014592;0.054513663999999996;0.051012608;0.056763392;0.042510336;0.033007616000000004;0.049011712;0.055013376;0.060514304000000005;0.062265344;0.046511104000000004;0.04701184;0.03600896;0.030757888000000004;0.024005632;0.017004543999999996;0.007251968,31.855160284252804;50.38940827740282;73.93983872822668;70.34605353280972;69.57546504543285;65.029876652182;58.781557871197435;34.5308709429014;39.40854161333675;75.12039196410285;124.95451746462851;122.06742215340381;76.13033882230695;64.47919309380131;62.42219312689616;67.98547134085209;66.29110776207756;60.68995373707503;49.1941115327262;40.74475274418148;49.83796153201092;55.17149310756827;47.76017818215746;39.59621261804182;40.72553479175258;47.713429477226896;52.75778530423139;46.95247502887298;40.98698019883159;41.562291740333194;43.80921954727626;42.98806258355626;34.40361391570241;48.027960094804826;54.71187522725734;44.1880480803207;47.472384428854525;51.36576667549036;71.02976624046835,76.07457638501096;76.42535095165329;75.3925195532458;72.97449698277536;70.20546007367766;64.7602932703269;71.27191228308747;69.76586340617214;72.53605219643163;72.04854501021921;70.37406817082586;72.85879412302263;70.4215836737829;66.03726857583229;65.51372257330819;65.74678990375273;62.57782451389;60.24021407190978;61.93041332645668;59.22417538521858;60.496954552225304;57.0134843873882;60.36684837635561;62.185164801993416;55.08298342179314;52.25955624119437;58.35513895356666;58.041854080823335;52.34115473011781;52.01659931613368;51.32906279246232;51.84195707918236;55.99307773093384;54.38049826563347;57.536504965216025;60.692350238763524;62.73390222707451;65.68404990845963;74.02537173639188,7.60,68.57,28.74,-,-,-,-,-,-,-,-,-,-,-,-,1011.3000000000001,embedded
4.01,0,84,1748691600,-,-,-,-,-,-,-,12.5910000,-81.6879167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.01,-0.15,84,1748686200,0.67,9.309,3.422,43.214,68.354,51.841,61.639,12.59105,-81.68793,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.35156;0.38086;0.41016;0.43945;0.46875;0.49805;0.6543,0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.0293;0.0293;0.0293;0.0293;0.0293;0.0293;0.2832,-0.201369;-0.181818;-0.177908;-0.27175;-0.284457;-0.335288;-0.426197;-0.348974;-0.197458;-0.121212;-0.148583;-0.175953;-0.187683;-0.373412;-0.308895;-0.309873;-0.321603;-0.389052;-0.434018;-0.453568;-0.416422;-0.411535;-0.384164;-0.410557;-0.496579;-0.505376;-0.44477;-0.389052;-0.388074;-0.42522;-0.447703;-0.393939;-0.363636;-0.376344;-0.434018;-0.403715;-0.331378;-0.316716;-0.106549,-0.095797;-0.094819;-0.053763;-0.063539;-0.034213;-0.043988;-0.109482;-0.207234;-0.210166;-0.173998;0.061584;0.200391;0.072336;-0.14565;-0.173998;-0.093842;-0.13783;-0.173998;-0.237537;-0.265885;-0.301075;-0.218964;-0.330401;-0.389052;-0.447703;-0.439883;-0.506354;-0.523949;-0.488759;-0.432063;-0.388074;-0.449658;-0.406647;-0.386119;-0.300098;-0.277615;-0.262952;-0.198436;-0.130987,0.186706;0.195503;0.130987;0.088954;0.029326;0.178886;0.14565;0.028348;-0.092864;0.016618;0.139785;-0.090909;-0.056696;0.231672;0.248289;0.196481;0.143695;0.225806;0.27175;0.29912;0.272727;0.174976;0.060606;0.073314;0.093842;0.014663;-0.13392;-0.186706;-0.216031;-0.034213;0.063539;0.000978;0.044966;0.042033;0.179863;0.185728;0.073314;0.01564;0.059629,0.140762;0.142718;0.205279;0.160313;0.038123;-0.017595;0.110459;0.195503;-0.061584;-0.194526;0.051808;0.222874;0.127077;0.079179;0.127077;0.109482;0.01173;0.058651;0.16129;0.194526;0.15738;-0.004888;0.060606;0.156403;0.369501;0.408602;0.434995;0.347996;0.326491;0.329423;0.27957;0.213099;0.261975;0.318671;0.181818;0.229717;0.147605;0.174976;0.232649,0.004000768;0.00475136;0.00475136;0.010502144;0.010502144;0.010753024;0.019755008;0.07801856;0.150537216;0.11877888;0.10902630399999999;0.074518528;0.06251519999999999;0.054513663999999996;0.043010047999999995;0.044260351999999996;0.037009408;0.045761536;0.066266112;0.08026931200000001;0.085520384;0.08051916799999999;0.07351808;0.060765184;0.057014272;0.070767616;0.09477324799999999;0.09077248;0.069266432;0.068516864;0.068516864;0.06651596800000001;0.054763519999999996;0.052512768;0.05026201600000001;0.03875942400000001;0.026756095999999997;0.019254272;0.008001536,64.55822901069735;62.45773284854806;73.18541841909718;76.83985319573947;83.14170746383058;82.52578595519412;75.59328938955497;59.29655246452842;43.214337204479534;34.862176218785066;112.51280452570506;138.7153009187163;111.07745258626804;68.69164335897835;60.60779840021627;73.15157800667646;66.80138798466567;65.90409511751244;61.30821898052034;59.62084481152925;54.13289962640317;61.984051577710716;49.30275774010198;46.540563942470044;47.962983195114475;48.96344823953359;41.295346663571934;36.59528685334965;38.449528726033066;44.542663633304926;49.08088618445032;41.22114200708495;41.80404166059259;44.26549148796238;55.33841447120261;55.48560481838331;51.56762241031265;57.93111206784346;39.12600508790376,71.42490666117966;72.24463289348434;73.11201808205348;68.7988805891902;68.44353945381447;65.91947609525114;60.634296129005584;62.45671308229133;68.3539498691191;71.92591043162419;74.22667802080065;69.38820019582715;72.42239733000207;62.721884762011996;65.0992082686997;66.63226210198548;65.33258150286395;61.37933779071923;57.59476647777366;55.800593399114845;56.49600348219625;59.20285996499952;56.91049439607548;53.40425293640077;46.645800415348376;46.547208420750145;46.26757171453689;47.75884911560765;49.679850674485195;50.84754720642095;51.726013803645834;51.3868153364338;54.62540186158422;55.00472047011911;55.68813308380818;57.8684543930348;61.54799526887488;64.12287414051055;73.87157607975833,8.00,51.43,28.80,-,-,-,-,-,-,-,-,-,-,-,-,1010.9,embedded
4.01,-0.15,84,1748684400,-,-,-,-,-,-,-,12.5910500,-81.6879333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
